"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","scale_id","source_table","raw_resp","scale_name","age_range","child_age__for_child_focused_studies_","sample","construct_type","measurement_tool","item_format","primary_language_s_","construct_name","citation_key","doi","title","year","author"
"spanishmegastudy","peliculas","963","General knowledge items","NA","NA","¿Cuál era el nombre de Darth Vader antes de pasarse al lado oscuro?","Anakin Skywalker","Qui-Gon Jinn","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","964","General knowledge items","NA","NA","¿Cuál es el nombre de nacimiento de Superman?","Kal-El","Jor-El","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","965","General knowledge items","NA","NA","¿Cuál es el verdadero nombre de Batman?","Bruce Wayne","Thomas Wayne","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","966","General knowledge items","NA","NA","¿Cuál fue el primer largometraje animado de Disney?","Blancanieves y los siete enanitos","Bambi","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","967","General knowledge items","NA","NA","¿Cuál fue la primera película de James Bond?","Dr. No","James Bond contra Goldfinger","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","968","General knowledge items","NA","NA","¿Cuándo se estrenó \El cantante de jazz\, la primera película con diálogo sincronizado?","1927","1945","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","969","General knowledge items","NA","NA","¿Cuándo se instituyó la ceremonia de los premios Oscar?","1929","1938","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","970","General knowledge items","NA","NA","¿De quién eran las famosas películas \El gran dictador\ y \Tiempos modernos\?","Charlie Chaplin","Charlie Chaplin","1","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","971","General knowledge items","NA","NA","¿Dónde nació el actor Will Smith?","Filadelfia","Los Ángeles","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","972","General knowledge items","NA","NA","¿En qué año se estrenó la película \Lo que el viento se llevó\?","1939","1935","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","973","General knowledge items","NA","NA","¿En qué científico está basada la película \Una mente maravillosa\?","John Nash","Richard P. Feynman","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","974","General knowledge items","NA","NA","¿En qué novela del siglo XIX está basado \El diario de Bridget Jones\?","Orgullo y prejuicio","Madame Bovary","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","975","General knowledge items","NA","NA","¿En qué película de 1993 se travistió Robin Williams?","Señora Doubtfire","Este cuerpo no es el mío","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","976","General knowledge items","NA","NA","¿En qué película de Disney la heroína se alista en el ejército y salva China de los Hunos?","Mulán","Enredados","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","977","General knowledge items","NA","NA","¿Qué actor interpretó a Rocky Balboa?","Sylvester Stallone","Jason Statham","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","978","General knowledge items","NA","NA","¿Qué actriz es conocida por aparecer en \Mary Poppins\ y \Sonrisas y lágrimas\?","Julie Andrews","Barbra Streisand","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","979","General knowledge items","NA","NA","¿Qué actriz ganadora de un Oscar de la Era Dorada de Hollywood se convirtió en la princesa de Mónaco?","Grace Kelly","Diana Spencer","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","980","General knowledge items","NA","NA","¿Qué película ganó el Oscar a la mejor película en 1944?","Casablanca","Footloose","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","981","General knowledge items","NA","NA","¿Qué película ganó Oscars en las 5 categorías más importantes: mejor película, actor, actriz, director y adaptación?","El silencio de los corderos","La Bella y la Bestia","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","982","General knowledge items","NA","NA","¿Quién dirigió películas como \Titanic\, \Terminator\ 1 y 2, \Aliens\ y \Avatar\?","James Cameron","Zack Snyder","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","983","General knowledge items","NA","NA","¿Quién fue el creador de \Star Wars\ e \Indiana Jones\?","George Lucas","James Cameron","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","984","General knowledge items","NA","NA","¿Quién fue el director de las trilogías de \El señor de los anillos\ y \El Hobbit\?","Peter Jackson","George Lucas","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
